genes,number_of_gene_overlaps,overlapping_genes,automatic_classification,final_classification,transcripts_for_deletion,comments,
Gm42716,1,Prom1,,keep as is,,Nested gene,
Gm42717,1,Wars2,,keep as is,,,
Gm42721,1,Pifo,,keep as is,,Downstream gene fixed,
Gm42743,1,Hist2h2bb,,Delete,,Exons overlap with protein coding gene's exons,
Gm42764,1,Dpysl5,,keep as is,,Absent in Refseq. Leave as is,
Gm42812,1,Gm37240,,keep as is,,,
Gm42813,1,Gm37240,,keep as is,,,
Gm42829,1,Arpc3,,keep as is,,Nested gene,
Gm42854,1,Srrm4,,keep as is,,Absent in Refseq. Leave as is.,
Gm42868,1,Gm12474,,keep as is,,Nested gene,
Gm42869,1,Man1a2,,keep as is,,,
Gm42871,1,Rimbp2,,keep as is,,Nested gene,
Gm42889,1,Igkv2-137,,Delete,,Exons overlap with protein coding gene's exons.,
Gm42917,1,Gm42918,,keep as is,,,
Gm42918,1,Gm42917,,keep as is,,,
Gm42937,1,Atp1a1,,keep as is,,,
Gm42938,1,Igsf3,,keep as is,,Nested gene,
Gm42939,1,Igsf3,,keep as is,,Nested gene,
Gm42941,1,Atp1a1,,keep as is,,,
Gm42997,1,Gm43522,,keep as is,,,
Gm43017,1,Fam133b,,keep as is,,Nested gene,
Gm43024,1,Wars2,,keep as is,,,
Gm43031,1,Akap9,,keep as is,,,
Gm43061,1,Trim33,,keep as is,,Nested gene,
Gm43063,1,Ampd1,,keep as is,,,
Gm43065,1,Ptpn22,,keep as is,,,
Gm43066,1,Syt6,,keep as is,,Nested gene,
Gm43079,1,Acad9,,Delete,,Exons overlap with protein coding gene's exons.,
Gm43111,1,Cdk14,,keep as is,,,
Gm43112,1,Cdk14,,keep as is,,,
Gm43113,1,Cdk14,,keep as is,,,
Gm4312,1,Gm47631,,keep as is,,,
Gm43138,1,Golga3,,keep as is,,Nested gene,
Gm43149,1,Hipk1,,keep as is,,Nested gene,
Gm43154,1,Gm13849,,keep as is,,,
Gm43166,1,Galnt17,,keep as is,,Nested gene,
Gm43189,1,Hmgcs2,,keep as is,,Nested gene,
Gm43190,1,Gm4450,,keep as is,,,
Gm43242,1,A230001M10Rik,,keep as is,,,
Gm43244,1,Casq2,,keep as is,,,
Gm43256,1,Magi3,,keep as is,,,
Gm43258,1,Magi3,,keep as is,,,
Gm43259,1,Magi3,,keep as is,,,
Gm43260,1,Magi3,,keep as is,,,
Gm43303,1,D5Ertd615e,,keep as is,,Nested gene,
Gm43328,1,Rap1a,,keep as is,,,
Gm43329,1,Rap1a,,keep as is,,,
Gm43330,1,Rap1a,,keep as is,,,
Gm43331,1,Rap1a,,keep as is,,,
Gm43349,1,2010110G14Rik,,keep as is,,,
Gm43378,1,Rnf216,,keep as is,,Nested gene,
Gm43387,1,Hipk1,,keep as is,,Nested gene,
Gm43445,1,Lmo4,,keep as is,,Nested gene,
Gm43462,1,Man1a2,,keep as is,,,
Gm43463,1,Man1a2,,keep as is,,,
Gm43465,1,Ptgfrn,,keep as is,,Nested gene,
Gm43466,1,Man1a2,,keep as is,,,
Gm43480,1,Gtf2i,,keep as is,,Nested gene,
Gm43514,1,Abraxas1,,keep as is,,Exon overlaps with coding gene exon,
Gm43522,1,Gm42997,,keep as is,,,
Gm4356,1,Mapk14,,keep as is,,Nested gene,
Gm43560,1,Hs2st1,,keep as is,,Nested gene,
Gm43566,1,Srpk2,,keep as is,,Nested gene,
Gm43577,1,Cdk14,,keep as is,,,
Gm43581,1,Slc16a1,,keep as is,,,
Gm43585,1,Slc16a1,,keep as is,,,
Gm43598,1,N4bp2l1,,keep as is,,5' exon overlaps but negligible,
Gm43623,1,Cdk14,,keep as is,,,
Gm43634,1,Cracr2a,,Delete,,Exon overlaps,
Gm43646,1,9530052C20Rik,,keep as is,,,
Gm43695,1,Pisd,,Delete,,Exons overlapping,
Gm43696,1,Lrig2,,keep as is,,,
Gm43707,1,Hs2st1,,keep as is,,Nested gene,
Gm43727,1,Cdk14,,keep as is,,,
Gm43728,1,Cdk14,,keep as is,,,
Gm43755,1,Drc1,,keep as is,,Nested gene,
Gm43768,1,Snx27,,keep as is,,,
Gm43773,1,Snx27,,keep as is,,,
Gm43774,1,Snx27,,keep as is,,,
Gm43807,1,Pds5b,,keep as is,,Absent in Refseq. Leaving as is.,
Gm43813,1,Mlxip,,keep as is,,Nested gene,
Gm43846,1,Wnt2b,,keep as is,,Nested gene,
Gm43847,1,Kcnd3,,keep as is,,Nested gene,
Gm43914,1,Clec9a,,keep as is,,,
Gm43920,1,Zfp638,,keep as is,,,
Gm43948,1,Gm43950,,keep as is,,single transcript only,
Gm43950,1,Gm43948,,keep as is,,,
Gm43951,1,4933427D14Rik,,Delete,,All exons overlap with another gene 4933427D14Rik. Deleting this gene and renaming the overlapping one to reflect both genes as Rik gene is annotated in Refseq and both are protein coding genes,
Gm44017,1,Borcs5,,keep as is,,Nested gene,
Gm44091,1,Aak1,,keep as is,,Nested gene,
Gm44105,1,Iqsec1,,keep as is,,,
Gm44167,1,Atp2b2,,keep as is,,Nested gene,
Gm44190,1,Tulp3,,keep as is,,nested gene,
Gm44196,1,4930595L18Rik,,keep as is,,,
Gm44200,1,Brk1,,keep as is,,Nested gene,
Gm44258,1,Ptpro,,keep as is,,Nested gene,
Gm44265,1,Eefsec,,keep as is,,Absent in Refseq. Leave as is,
Gm44366,1,Gpr19,,keep as is,,Nested gene,
Gm4450,1,Gm43190,,keep as is,,,
Gm44501,1,Esp6,,Delete,,Exons overlapping,
Gm44549,1,Vps35l,,keep as is,,Nested gene,
Gm44617,1,Gm44618,,keep as is,,,
Gm44618,1,Gm44617,,keep as is,,,
Gm44622,1,Gm44626,,keep as is,,,
Gm44623,1,Fgfr2,,keep as is,,,
Gm44626,1,Gm44622,,keep as is,,,
Gm44633,1,Gm15416,,keep as is,,,
Gm44699,1,Actn4,,keep as is,,Nested gene,
Gm44748,1,Gm34811,,keep as is,,,
Gm44836,1,Cebpg,,keep as is,,Exons overlapping,
Gm44839,1,1700110I07Rik,,keep as is,,,
Gm44867,1,Plekha7,,keep as is,,Nested gene,
Gm44886,1,Gm34549,,keep as is,,,
Gm44982,1,Acadsb,,keep as is,,,
Gm45060,1,BB365896,,keep as is,,interleaved structure,
Gm45076,1,Gm31135,,keep as is,,,
Gm45148,1,Zfp444,,keep as is,,Nested gene,
Gm45159,1,Dlg2,,keep as is,,Special case,
Gm45216,1,Lsm3,,Delete,,Exons overlapping,
Gm45309,1,Hps5,,keep as is,,Nested gene,
Gm45311,1,Sergef,,keep as is,,Exons overlapping,
Gm45321,1,Gm45322,,keep as is,,,
Gm45322,1,Gm45321,,keep as is,,,
Gm45338,1,Rtp4,,keep as is,,Exons overlapping,
Gm45341,1,Gm45455,,keep as is,,,
Gm45359,1,AW046200,,keep as is,,Nested genes,
Gm45379,1,Nlrp4b,,keep as is,,Absent in Refseq. Leaving as is but efficiently blind.,
Gm45455,1,Gm45341,,keep as is,,,
Gm45464,1,Aktip,,keep as is,,Nested gene,
Gm45570,1,Letm2,,keep as is,,Nested gene,
Gm45591,1,Map6,,keep as is,,Absent in Refseq. Leaving as is but effectively silent,
Gm45715,1,Mctp2,,keep as is,,Nested gene,
Gm45716,1,Mmd,,keep as is,,Absent in Refseq. Overlapping with protein coding gene exons but not too bad.,
Gm45738,1,Zfp777,,keep as is,,Nested gene,
Gm45764,1,Gm45765,,keep as is,,,
Gm45765,1,Gm45764,,keep as is,,,
Gm45790,1,Gm37240,,keep as is,,,
Gm45792,1,Gm19950,,keep as is,,,
Gm45812,1,Gm31224,,keep as is,,Single transcript,
Gm45823,1,Tecr,,keep as is,,Nested gene,
Gm45839,1,4930558N11Rik,,keep as is,,,
Gm45877,1,Cmtm4,,keep as is,,Absent in Refseq. Functionally blind.,
Gm45901,1,Aldh1l1,,keep as is,,,
Gm45902,1,Hspa14,,Delete,,Exons overlap with protein coding gene. Absent in RefSeq.,
Gm46401,1,Gm47507,,premature transcripts deleted,Gm46401-202,,
Gm46409,1,Fars2,,keep as is,,,
Gm46419,1,4930528D03Rik,,keep as is,,,
Gm4673,1,Gm17077,,keep as is,,,
Gm4681,1,Gm48997,,keep as is,,,
Gm47018,1,Grik2,,keep as is,,,
Gm47031,1,Mgat4c,,keep as is,,,
Gm47059,1,Gm38642,,keep as is,,,
Gm4707,1,Smchd1,,keep as is,,Nested gene,
Gm47093,1,Tmem198b,,keep as is,,Exons overlap only a bit so leaving in.,
Gm47121,1,Snrk,,keep as is,,Nested gene,
Gm47140,1,Zfp445,,keep as is,,Nested gene,
Gm47221,1,Gm47223,,keep as is,,Single transcript,
Gm47223,1,Gm47221,,keep as is,,,
Gm47242,1,A330040F15Rik,,keep as is,,,
Gm47357,1,Hdac9,,keep as is,,Nested gene,
Gm47404,1,Chrm3,,keep as is,,,
Gm47405,1,Chrm3,,keep as is,,,
Gm47407,1,Gm26861,,keep as is,,Nested gene,
Gm47408,1,Gm26861,,keep as is,,Interlieved gene,
Gm47424,1,Ercc6l2,,keep as is,,Nested gene,
Gm47429,1,Gm8739,,keep as is,,,
Gm47447,1,Elmsan1,,keep as is,,Absent in Refseq. Leaving as is,
Gm47507,1,Gm46401,,keep as is,,,
Gm47510,1,Gm46392,,keep as is,,Nested gene,
Gm47511,1,Gm46392,,keep as is,,Nested gene,
Gm47512,1,Nt5dc1,,keep as is,,,
Gm47541,1,Brf1,,keep as is,,,
Gm47578,1,Gm35206,,keep as is,,,
Gm47587,1,Aopep,,keep as is,,,
Gm47591,1,Anks1b,,keep as is,,Nested gene,
Gm47601,1,Lrmda,,keep as is,,Nested gene,
Gm47622,1,Slc35f1,,keep as is,,Absent in Refseq. Leave as is,
Gm47631,1,Gm4312,,keep as is,,,
Gm47644,1,Cep85l,,keep as is,,,
Gm47664,1,Elmo1,,keep as is,,Nested gene,
Gm47705,1,Gm36287,,keep as is,,,
Gm47739,1,Mcm9,,keep as is,,Absent in Refseq. No read mapping. Leaving as is but effectively blind.,
Gm47760,1,Gm47761,,keep as is,,,
Gm47761,1,Gm47760,,keep as is,,,
Gm47765,1,Actn1,,keep as is,,Nested gene,
Gm47789,1,Gm47790,,keep as is,,,
Gm47790,1,Gm47789,,keep as is,,,
Gm47798,1,Ngly1,,keep as is,,,
Gm47828,1,Pou2af1,,keep as is,,Nested gene,
Gm47859,1,Gm34923,,keep as is,,,
Gm4787,1,Cox16,,keep as is,,,
Gm47871,1,Gm47872,,keep as is,,,
Gm47872,1,Gm47871,,keep as is,,,
Gm47889,1,Gm9803,,keep as is,,,
Gm47913,1,Gm47914,,keep as is,,,
Gm47914,1,Gm47913,,keep as is,,,
Gm47920,1,Zmiz1,,keep as is,,,
Gm47921,1,Zmiz1,,keep as is,,,
Gm47950,1,Fbxl2,,keep as is,,,
Gm48025,1,Bicc1,,keep as is,,Nested gene,
Gm48027,1,Arid4b,,keep as is,,,
Gm48066,1,Gm35154,,keep as is,,,
Gm48086,1,Eif4ebp2,,keep as is,,Nested gene,
Gm48116,1,Gm49357,,keep as is,,,
Gm48127,1,Gramd1b,,keep as is,,Nested gene,
Gm48129,1,Gramd1b,,keep as is,,Nested gene,
Gm48161,1,Agtr1a,,Delete,,Absent in Refseq. Almost no read mapping. Obscures important protein coding gene.,
Gm48166,1,Gm10139,,keep as is,,,
Gm48194,1,Tut7,,keep as is,,Nested gene.,
Gm48236,1,Gm48237,,keep as is,,,
Gm48237,1,Gm48236,,keep as is,,,
Gm48278,1,Gm28905,,keep as is,,,
Gm48279,1,Gm28905,,keep as is,,,
Gm48286,1,Mark3,,Delete,,Absent in Refseq. Seriously distorts read mapping in protein coding gene.,
Gm48294,1,Clmp,,keep as is,,Nested gene,
Gm48302,1,Ell2,,keep as is,,Nested gene,
Gm48357,1,Ubqln1,,keep as is,,Nested gene.,
Gm48397,1,A530065N20Rik,,keep as is,,,
Gm48427,1,Gm33782,,keep as is,,,
Gm48479,1,Gm48480,,keep as is,,,
Gm48480,1,Gm48479,,keep as is,,,
Gm48505,1,Gm33843,,keep as is,,,
Gm48512,1,1110002L01Rik,,keep as is,,Overlap marginal,
Gm48591,1,Rassf3,,keep as is,,,
Gm48604,1,Hinfp,,keep as is,,Marginal overlap,
Gm48616,1,Gm48617,,keep as is,,,
Gm48629,1,Gm40910,,keep as is,,,
Gm48646,1,Anln,,keep as is,,,
Gm48664,1,1700040E09Rik,,keep as is,,,
Gm48684,1,3830408C21Rik,,keep as is,,,
Gm48693,1,Gm49700,,keep as is,,,
Gm4871,1,Kpna7,,keep as is,,Downstream gene fixed,
Gm48765,1,Lyrm4,,keep as is,,Weird interleaved structure,
Gm48866,1,Gm24474,,keep as is,,,
Gm48905,1,Eipr1,,keep as is,,Absent in Refseq. Leaving as is.,
Gm48908,1,Gm13483,,keep as is,,,
Gm48949,1,Cgrrf1,,keep as is,,Nested gene,
Gm48997,1,Gm4681,,keep as is,,,
Gm49027,1,Diablo,,readthrough transcripts deleted,Gm49027-201,Exons overlap,
Gm49124,1,Gm15601,,keep as is,,,
Gm49169,1,Gm6961,,keep as is,,,
Gm49194,1,Gpr137c,,keep as is,,Nested gene,
Gm49216,1,March6,,keep as is,,Absent in Refseq.,
Gm49223,1,Tmem161b,,keep as is,,,
Gm49291,1,A330033J07Rik,,keep as is,,,
Gm49302,1,Gm41148,,keep as is,,,
Gm49357,1,Gm48116,,keep as is,,,
Gm49375,1,9330111N05Rik,,keep as is,,,
Gm49390,1,Gm5463,,keep as is,,,
Gm49403,1,Lbhd1,,Delete,,Overlaps completely with exons of protein coding gene. Absent in RefSeq.,
Gm49422,1,Khdrbs3,,keep as is,,Nested gene,
Gm49498,1,D030024E09Rik,,keep as is,,,
Gm49512,1,Tnrc6b,,keep as is,,,
Gm49539,1,Lncppara,,keep as is,,,
Gm49542,1,Gm6999,,keep as is,,Nested gene,
Gm49617,1,Chaf1b,,keep as is,,Nested gene,
Gm49618,1,Cldn14,,keep as is,,,
Gm49643,1,Gm31641,,keep as is,,,
Gm49661,1,Rnaseh2a,,Delete,,Exons completely overlap with protein coding gene. Absent in Refseq.,
Gm49685,1,Cdh12,,keep as is,,,
Gm49700,1,Gm48693,,keep as is,,,
Gm49733,1,Senp5,,keep as is,,,
Gm49749,1,Pcnx,,Delete,,Absent in Refseq. Just overlaps with terminal exon of good gene.,
Gm49797,1,Scaf8,,premature transcripts deleted,Gm49797-201,,
Gm49802,1,Anks1,,keep as is,,,
Gm49838,1,Fkbp5,,keep as is,,Absent in Refseq. Leaving in but technically blind.,
Gm49870,1,Gm49871,,keep as is,,,
Gm49871,1,Gm49870,,keep as is,,,
Gm49888,1,Dennd1c,,keep as is,,Nested gene,
Gm49944,1,Gm49945,,keep as is,,,
Gm49945,1,Gm49944,,keep as is,,,
Gm49975,1,Commd10,,keep as is,,,
Gm49991,1,Gm15404,,keep as is,,,
Gm50012,1,Rhoq,,keep as is,,,
Gm50057,1,Gm41545,,keep as is,,Single transcript,
Gm50070,1,Pdpk1,,keep as is,,Downstream gene deleted,
Gm50081,1,Rab18,,Delete,,Absent in Refseq and overlaps with exons of a protein coding gene.,
Gm50107,1,Pknox1,,keep as is,,Nested gene,
Gm50132,1,Entpd1,,keep as is,,Absent in Refseq. Leave as is.,
Gm50134,1,Gm41819,,keep as is,,,
Gm50143,1,Ccbe1,,keep as is,,Nested gene,
Gm50210,1,Sgms1,,keep as is,,,
Gm50241,1,Chtf8,,Delete,,This gene model has now been renamed Derpc. The coding exon perfecty overlaps with Chtf8. Renaming the latter.,
Gm50275,1,Dusp1,,keep as is,,Nested gene,
Gm50278,1,Dcaf5,,keep as is,,Absent in Refseq. Leaving as is,
Gm50336,1,H2-DMa,,keep as is,,Nested gene,
Gm50399,1,Gm41693,,keep as is,,,
Gm5136,1,Syt1,,keep as is,,Nested gene,
Gm5463,1,Gm49390,,keep as is,,Single transcript,
Gm5602,1,Fgfr2,,keep as is,,,
Gm5622,1,Gm7247,,keep as is,,because beginning is overlapping with another pseudogene's end,
Gm5624,1,AC160336.1,,keep as is,,,
Gm5784,1,Gm29737,,keep as is,,,
Gm5914,1,Agrp,,keep as is,,Fixed downstream gene,
Gm6337,1,Gm8206,,keep as is,,,
Gm6377,1,Sh3bgrl,,keep as is,,Fixed downstream gene,
Gm6556,1,Gm26645,,keep as is,,,
Gm6619,1,5430401F13Rik,,keep as is,,,
Gm6763,1,Gm21293,,keep as is,,,
Gm6961,1,Gm49169,,keep as is,,,
Gm7073,1,Atp11c,,keep as is,,Nested gene,
Gm7694,1,Nos1ap,,keep as is,,Weird interleaved structure,
Gm8265,1,Gm3383,,keep as is,,,
Gm829,1,Gm12410,,keep as is,,,
Gm8378,1,Ston2,,keep as is,,Nested gene,
Gm8739,1,Gm47429,,keep as is,,,
Gm8857,1,Gm8871,,keep as is,,Downstream gene fixed,
Gm8871,1,Gm8857,,premature transcripts deleted,Gm8871-202,,
Gm8978,1,Lipo3,,keep as is,,,
Gm9603,1,Gm3383,,keep as is,,,
Gm9803,1,Gm47889,,keep as is,,,
Gm9916,1,Gm26871,,keep as is,,,
Gmppb,1,Gm20529,,keep as is,,,
Gnal,1,Chmp1b,,keep as is,,Contains nested genes.,
Gnb1l,1,Rtl10,,keep as is,,Special case: contains nested coding exon,
Gnb2,1,Epo,,keep as is,,,
Golga3,1,Gm43138,,keep as is,,Contains nested exons,
Gorasp1,1,Cx3cr1,,keep as is,,,
Gp1bb,1,Sept5,,premature transcripts deleted,Gp1bb-201,Special case,
Gpr137c,1,Gm49194,,keep as is,,Contains nested genes,
Gpr19,1,Gm44366,,keep as is,,Contains nested genes,
Gpr21,1,Rabgap1,,keep as is,,Nested gene,
Gpr52,1,Rabgap1l,,keep as is,,,
Gpr63,1,Gm11906,,keep as is,,,
Gpr75,1,Asb3,,keep as is,,Downstream gene fixed,
Gprasp2,1,Bhlhb9,,keep as is,,,
Gpsm3,1,Pbx2,,keep as is,,Downstream gene fixed,
Grin3a,1,Ppp3r2,,keep as is,,Contains nested genes,
Grip1os3,1,Gm16321,,keep as is,,Contains nested genes,
Gse1,1,Gm26971,,keep as is,,Contains nested genes,
Gssos1,1,Gssos2,,keep as is,,Interleaved,
Gssos2,1,Gssos1,,keep as is,,Interleaved,
Gtf2i,1,Gm43480,,keep as is,,Contains nested genes,
H13,1,Mcts2,,keep as is,,Contains nested genes,
H2al1m,1,Xk,,keep as is,,Nested gene,
H2-DMa,1,Gm50336,,keep as is,,Contains nested genes,
Hap1,1,Gm20394,,keep as is,,Contains nested genes.,
Haus3,1,Poln,,keep as is,,Special case: coding exons are nested.,
Hdac9,1,Gm47357,,keep as is,,Contains nested genes.,
Hhipl2,1,Gm37214,,keep as is,,Contains nested genes.,
Hinfp,1,Gm48604,,keep as is,,,
Hint3,1,Ncoa7,,keep as is,,Fixed upstream gene,
Hist1h1e,1,Hist1h2be,,keep as is,,Werid ensembl annotation,
Hist1h2be,1,Hist1h1e,,keep as is,,Werid ensembl annotation,
Hist2h2bb,1,Gm42743,,keep as is,,,
Hist3h2a,1,Trim17,,keep as is,,Downstream gene fixed,
Hivep3,1,AL607142.1,,keep as is,,Constains nested genes.,
Hm629797,1,Phkb,,keep as is,,Nested gene,
Hmgb1,1,Mm2pr,,readthrough transcripts deleted,Hmgb1-210,,
Hmgb4os,1,Csmd2,,keep as is,,Nested gene,
Hmgcs2,1,Gm43189,,keep as is,,Contains nested genes,
Hmox2,1,Gm15859,,keep as is,,Contains nested genes,
Hnf1aos1,1,Hnf1aos2,,keep as is,,Special case: interleaved,
Hnf1aos2,1,Hnf1aos1,,keep as is,,Special case: interleaved,
Hnrnpm,1,March2,,premature transcripts deleted,Hnrnpm-206,,
Hoga1,1,4933411K16Rik,,keep as is,,,
Hoxa4,1,Hoxa3,,keep as is,,,
Hoxa5,1,Hoxa3,,keep as is,,,
Hoxa6,1,Hoxa3,,keep as is,,,
Hoxaas3,1,Gm29430,,keep as is,,Contains nested genes,
Hoxc10,1,Hoxc5,,keep as is,,,
Hoxc6,1,Hoxc5,,keep as is,,,
Hoxc8,1,Hoxc5,,keep as is,,,
Hoxc9,1,Hoxc5,,keep as is,,Contains nested genes,
Hoxd3,1,Hoxd4,,premature transcripts deleted,Hoxd3-203,Refseq doesn't agree but works well.,
Hoxd4,1,Hoxd3,,keep as is,,Downstream gene fixed.,
Hps5,1,Gm45309,,keep as is,,Contains nested genes,
Hps6,1,4930505N22Rik,,keep as is,,Nested gene,
Hs3st4,1,Gm15338,,keep as is,,Contains nested genes,
Hsp90b1,1,Gm15344,,keep as is,,Contains nested genes,
Hspa12b,1,Gm11037,,keep as is,,Special case: nested interleaved,
Hspa14,1,Gm45902,,keep as is,,,
Hspe1-rs1,1,Commd10,,keep as is,,,
Htt,1,Msantd1,,keep as is,,removed the premature transcript downstream. Is this gene too long to convert to premrna?,
Hus1b,1,Exoc2,,keep as is,,Nested gene,
Hypk,1,Serf2,,premature transcripts deleted,Hypk-202,Refseq approves.,
Ifi47,1,Olfr56,,keep as is,,Special case: nested interleaved,
Ifnl2,1,Samd4b,,keep as is,,,
Ifrd1,1,Gm17024,,keep as is,,Contains nested genes,
Igkc,1,Gm30211,,keep as is,,,
Igkj1,1,Gm30211,,keep as is,,,
Igkj2,1,Gm30211,,keep as is,,,
Igkj3,1,Gm30211,,keep as is,,,
Igkj4,1,Gm30211,,keep as is,,,
Igkj5,1,Gm30211,,keep as is,,,
Igkv2-137,1,Gm42889,,keep as is,,,
Iglc2,1,Iglj2,,premature transcripts deleted,Iglc2-201,,
Iglj2,1,Iglc2,,keep as is,,Downstream gene fixed,
Igsf11,1,Gm15802,,keep as is,,Upstream gene fixed,
Igtp,1,Irgm2,,keep as is,,Downstream gene fixed,
Ikzf5,1,Fgfr2,,keep as is,,,
Il11ra1,1,Galt,,premature transcripts deleted,Il11ra1-203,,
Il4i1,1,Nup62,,premature transcripts deleted,"Il4i1-202, Il4i1-206",,
Ino80dos,1,Gm20342,,keep as is,,Contains nested genes,
Insl3,1,Jak3,,RENAME,,"Rename gene into ""Insl3_Jak3"" since the final exons of these two genes are the same and are inseparable.",
Ipo9,1,Gm28277,,keep as is,,Contains nested genes,
Iqcb1,1,2600002D14Rik,,keep as is,,,
Iqcg,1,Gm17106,,keep as is,,,
Iqsec1,1,Gm44105,,keep as is,,,
Irf6,1,A130010J15Rik,,keep as is,,,
Irf9,1,Rnf31,,premature transcripts deleted,Irf9-203,,
Irgm2,1,Igtp,,premature transcripts deleted,Irgm2-201,Refseq agrees.,
Islr,1,Islr2,,premature transcripts deleted,Islr-203,,
Islr2,1,Islr,,keep as is,,,
Itga1,1,Pelo,,keep as is,,Contains nested genes,
Itgb1bp1,1,Gm20535,,keep as is,,,
Itprip,1,Cfap43,,keep as is,,,
Izumo1,1,Rasip1,,readthrough transcripts deleted,Izumo1-202,Downstream gene has only one transcript. Refseq agrees,
Jak3,1,Insl3,,readthrough transcripts deleted,"Jak3-201, Jak3-204",,
Junos,1,Gm28096,,keep as is,,,
Kat14,1,Pet117,,transcripts deleted,Kat14-201,Weird,
Katnal1,1,Gm42791,,keep as is,,,
Kazald1,1,Gm35867,,keep as is,,,
Kcnd3,1,Gm43847,,keep as is,,Contains nested genes,
Kcnip1,1,4930469K13Rik,,keep as is,,Upstream gene fixed,
Kcnk2,1,2900042K21Rik,,keep as is,,,
Kcnk4,1,Catsperz,,readthrough transcripts deleted,Kcnk4-207,,
Khdrbs3,1,Gm49422,,keep as is,,Constains nested genes.,
Kif17,1,Sh2d5,,premature transcripts deleted,Kif17-202,,
Kif28,1,Ahctf1,,keep as is,,Crucial transcripts are overlapping.,
Kiss1,1,Gm28040,,keep as is,,,
Kpna7,1,Gm4871,,premature transcripts deleted,Kpna7-206,,
Krit1,1,Lrrd1,,readthrough transcripts deleted,Krit1-211,,
Krtap12-1,1,Tspear,,keep as is,,,
Krtap15,1,4930553J12Rik,,keep as is,,Special case,
Kti12,1,Txndc12,,keep as is,,Nested gene.,
Kxd1,1,Uba52,,readthrough transcripts deleted,"Kxd1-204, Kxd1-207",,
L1cam,1,Arhgap4,,premature transcripts deleted,L1cam-208,Refseq ok,
Lamb3,1,4930570N18Rik,,keep as is,,Upstream gene has only one transcipt,
Ldb2,1,Gm3364,,keep as is,,Contains nested genes,
Ldhal6b,1,Tmem242,,keep as is,,Nested gene,
Lelp1,1,4930511M18Rik,,keep as is,,,
Lemd1,1,Gm29695,,keep as is,,Contains nested genes. Leaving as is as unclear where the televant progein coding section is.,
Lenep,1,Flad1,,keep as is,,,
Leng1,1,Tmc4,,keep as is,,Marginal overlap,
Letm2,1,Gm45570,,keep as is,,Contains nested genes,
Lhb,1,AC151602.1,,keep as is,,,
Lhfpl3,1,6030443J06Rik,,premature transcripts deleted,Lhfpl3-202,Refseq doesn't agree but works well,
Lime1,1,Zgpat,,premature transcripts deleted,Lime1-206,Special case - both premature as well as readthrough transcripts deleted.,
Limk2,1,Gm11948,,keep as is,,,
Lipo2,1,Lipo3,,keep as is,,,
Lmo4,1,Gm43445,,keep as is,,Contains nested genes,
Lncppara,1,Gm49539,,premature transcripts deleted,Lncppara-202,,
Lpcat2,1,Capns2,,keep as is,,Contains nested genes.,
Lrmda,1,Gm47601,,keep as is,,Contains nested genes.,
Lrrc24,1,C030006K11Rik,,keep as is,,Weird interleaved structure,
Lrrc71,1,Pear1,,keep as is,,,
Lrrc8c,1,C230066G23Rik,,keep as is,,Contains nested genes,
Lrrd1,1,Krit1,,keep as is,,,
Lsm3,1,Gm45216,,keep as is,,,
Lyrm4,1,Gm48765,,keep as is,,Weird interleaved structure,
Macrod2os1,1,Macrod2os2,,keep as is,,Special case: exons overlapping,
Macrod2os2,1,Macrod2os1,,keep as is,,Special case,
Mafg,1,Sirt7,,keep as is,,Single transcript overlap,
Magea1,1,Magea2,,keep as is,,,
Magea5,1,Magea2,,keep as is,,,
Magi2,1,Gm29254,,keep as is,,,
Mamdc4,1,Phpt1,,premature transcripts deleted,Mamdc4-204,,
Manf,1,Rbm15b,,keep as is,,Has a nested gene in it (good example),
Map3k13,1,1300002E11Rik,,premature transcripts deleted,Map3k13-202,,
Map3k14,1,1700028N14Rik,,keep as is,,,
Map6,1,Gm45591,,keep as is,,,
Mapk14,1,Gm4356,,keep as is,,Contains nested genes,
Mapk8ip3,1,Eme2,,readthrough transcripts deleted,Mapk8ip3-216,,
Mapkapk5,1,Adam1a,,keep as is,,Downstream gene fixed,
Mapre3,1,Gm19409,,keep as is,,Contains nested genes,
Mark3,1,Gm48286,,keep as is,,,
Matr3,1,Snhg4,,keep as is,,,
Mbtps2,1,Yy2,,transcripts deleted,"Mbtps2-203, Mbtps2-208",Nested structure,
Mcm9,1,Gm47739,,keep as is,,,
Mctp2,1,Gm45715,,keep as is,,Contains nested genes,
Mcts2,1,H13,,keep as is,,Nested gene,
Mef2b,1,Borcs8,,premature transcripts deleted,Mef2b-205,,
Meox2,1,Gm48617,,keep as is,,,
Mettl17,1,Slc39a2,,keep as is,,"Good prediction, but overlap is marginal",
Mettl23,1,Mfsd11,,readthrough transcripts deleted,Mettl23-205,Refseq ok.,
Mettl5,1,Gm13625,,keep as is,,,
Mff,1,Gm28941,,keep as is,,Contains nesting genes,
Mfrp,1,C1qtnf5,,readthrough transcripts deleted,"Mfrp-201, Mfrp-202, Mfrp-205",Note though that in reality Mfrp and C1gtnf5 final exon is often common and they can't be reliably dissociated with 10x,
Mfsd11,1,Mettl23,,keep as is,,,
Mfsd6,1,Gm29670,,keep as is,,Good prediction.,
Mgat4c,1,Gm47031,,keep as is,,Good prediction.,
Mhrt,1,Gm29015,,keep as is,,Contains nested genes,
Mief1,1,AC140267.1,,keep as is,,,
